isin,lei,figi,ticker,mic_code,exchange,permid,company_name,country,sector,industry,employees,year_of_disclosure,reporting_period,metric,hazardousness,treatment_method,value,unit,incomplete_boundaries,source_names,source_urls,company_id,document_id,document_urls
Available Upon Request,9695007ZEQ7M0OE74G82,BBG000TVW0V9,GET,XPAR,EURONEXT,4295868297,Getlink SE,France,Industrials,Railroads,3457,2023,2023,Total Waste Generated,Total,Total Generated,5141,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2023""]","[""https://www.getlinkgroup.com/en/shareholders-investors/regulated-information/annual-financial-reports/""]",29042a95-5e5f-4aa3-9fc0-94f13804b369,ecd5406f-5429-49c1-aab9-7ad88bae6c95,"[""https://www.getlinkgroup.com/content/uploads/2024/03/getlink-se_urd-2023_f_c-s-web.pdf""]"
Available Upon Request,9695007ZEQ7M0OE74G82,BBG000TVW0V9,GET,XPAR,EURONEXT,4295868297,Getlink SE,France,Industrials,Railroads,3457,2023,2022,Total Hazardous Waste Generated,Hazardous,Total Generated,431,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2023""]","[""https://www.getlinkgroup.com/en/shareholders-investors/regulated-information/annual-financial-reports/""]",29042a95-5e5f-4aa3-9fc0-94f13804b369,ecd5406f-5429-49c1-aab9-7ad88bae6c95,"[""https://www.getlinkgroup.com/content/uploads/2024/03/getlink-se_urd-2023_f_c-s-web.pdf""]"
Available Upon Request,9695007ZEQ7M0OE74G82,BBG000TVW0V9,GET,XPAR,EURONEXT,4295868297,Getlink SE,France,Industrials,Railroads,3457,2023,2022,Total Waste Generated,Total,Total Generated,6301,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2023""]","[""https://www.getlinkgroup.com/en/shareholders-investors/regulated-information/annual-financial-reports/""]",29042a95-5e5f-4aa3-9fc0-94f13804b369,ecd5406f-5429-49c1-aab9-7ad88bae6c95,"[""https://www.getlinkgroup.com/content/uploads/2024/03/getlink-se_urd-2023_f_c-s-web.pdf""]"
Available Upon Request,9695007ZEQ7M0OE74G82,BBG000TVW0V9,GET,XPAR,EURONEXT,4295868297,Getlink SE,France,Industrials,Railroads,3457,2023,2022,Total Non-Hazardous Waste Generated,Non-Hazardous,Total Generated,5870,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2023""]","[""https://www.getlinkgroup.com/en/shareholders-investors/regulated-information/annual-financial-reports/""]",29042a95-5e5f-4aa3-9fc0-94f13804b369,ecd5406f-5429-49c1-aab9-7ad88bae6c95,"[""https://www.getlinkgroup.com/content/uploads/2024/03/getlink-se_urd-2023_f_c-s-web.pdf""]"
Available Upon Request,9695007ZEQ7M0OE74G82,BBG000TVW0V9,GET,XPAR,EURONEXT,4295868297,Getlink SE,France,Industrials,Railroads,3457,2023,2021,Total Non-Hazardous Waste Generated,Non-Hazardous,Total Generated,2655,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2023""]","[""https://www.getlinkgroup.com/en/shareholders-investors/regulated-information/annual-financial-reports/""]",29042a95-5e5f-4aa3-9fc0-94f13804b369,ecd5406f-5429-49c1-aab9-7ad88bae6c95,"[""https://www.getlinkgroup.com/content/uploads/2024/03/getlink-se_urd-2023_f_c-s-web.pdf""]"
Available Upon Request,9695007ZEQ7M0OE74G82,BBG000TVW0V9,GET,XPAR,EURONEXT,4295868297,Getlink SE,France,Industrials,Railroads,3457,2023,2021,Total Waste Generated,Total,Total Generated,3070,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2023""]","[""https://www.getlinkgroup.com/en/shareholders-investors/regulated-information/annual-financial-reports/""]",29042a95-5e5f-4aa3-9fc0-94f13804b369,ecd5406f-5429-49c1-aab9-7ad88bae6c95,"[""https://www.getlinkgroup.com/content/uploads/2024/03/getlink-se_urd-2023_f_c-s-web.pdf""]"
Available Upon Request,9695007ZEQ7M0OE74G82,BBG000TVW0V9,GET,XPAR,EURONEXT,4295868297,Getlink SE,France,Industrials,Railroads,3457,2023,2021,Total Hazardous Waste Generated,Hazardous,Total Generated,414,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2023""]","[""https://www.getlinkgroup.com/en/shareholders-investors/regulated-information/annual-financial-reports/""]",29042a95-5e5f-4aa3-9fc0-94f13804b369,ecd5406f-5429-49c1-aab9-7ad88bae6c95,"[""https://www.getlinkgroup.com/content/uploads/2024/03/getlink-se_urd-2023_f_c-s-web.pdf""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2023,Hazardous Waste Recovered,Hazardous,Recovered,0,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2023,Total Waste Generated,Total,Total Generated,1590,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2023,Total Waste Recovered,Total,Recovered,0,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2023,Hazardous Waste Disposed,Hazardous,Disposed,327,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2023,Total Waste Disposed,Total,Disposed,1590,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2023,Total Non-Hazardous Waste Generated,Non-Hazardous,Total Generated,1263,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2023,Non-Hazardous Waste Recovered,Non-Hazardous,Recovered,0,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2023,Total Hazardous Waste Generated,Hazardous,Total Generated,327,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2023,Non-Hazardous Waste Disposed,Non-Hazardous,Disposed,1263,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2022,Hazardous Waste Disposed,Hazardous,Disposed,277,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2022,Total Waste Disposed,Total,Disposed,1488,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2022,Total Waste Recovered,Total,Recovered,0,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2022,Total Hazardous Waste Generated,Hazardous,Total Generated,277,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2022,Non-Hazardous Waste Disposed,Non-Hazardous,Disposed,1211,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2022,Non-Hazardous Waste Recovered,Non-Hazardous,Recovered,0,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2022,Total Non-Hazardous Waste Generated,Non-Hazardous,Total Generated,1211,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2022,Hazardous Waste Recovered,Hazardous,Recovered,0,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2022,Total Waste Generated,Total,Total Generated,1488,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2021,Total Hazardous Waste Generated,Hazardous,Total Generated,247,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2021,Hazardous Waste Recovered,Hazardous,Recovered,0,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2021,Hazardous Waste Disposed,Hazardous,Disposed,247,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2021,Total Waste Disposed,Total,Disposed,897,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2021,Total Waste Recovered,Total,Recovered,0,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2021,Non-Hazardous Waste Disposed,Non-Hazardous,Disposed,650,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2021,Non-Hazardous Waste Recovered,Non-Hazardous,Recovered,0,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2021,Total Non-Hazardous Waste Generated,Non-Hazardous,Total Generated,650,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2021,Total Waste Generated,Total,Total Generated,897,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2020,Hazardous Waste Recovered,Hazardous,Recovered,0,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2020,Total Waste Generated,Total,Total Generated,1558,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2020,Total Waste Recovered,Total,Recovered,1,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2020,Total Non-Hazardous Waste Generated,Non-Hazardous,Total Generated,1283,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2020,Non-Hazardous Waste Recovered,Non-Hazardous,Recovered,0,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2020,Hazardous Waste Disposed,Hazardous,Disposed,274,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2020,Total Waste Disposed,Total,Disposed,1557,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2020,Total Hazardous Waste Generated,Hazardous,Total Generated,274,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2020,Non-Hazardous Waste Disposed,Non-Hazardous,Disposed,1283,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2019,Total Hazardous Waste Generated,Hazardous,Total Generated,214,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2019,Hazardous Waste Disposed,Hazardous,Disposed,214,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2019,Total Waste Disposed,Total,Disposed,371,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2019,Total Waste Recovered,Total,Recovered,0,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
Available Upon Request,894500UZJ5LG1F8J1U58,BBG00Q70B4D9,BNTX,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),5071170280,Biontech SE,Germany,Healthcare,Biotechnology,6772,2023,2019,Total Non-Hazardous Waste Generated,Non-Hazardous,Total Generated,157,Metric Tonnes,Not Specified,"[""Sustainability Report 2023""]","[""https://investors.biontech.de/esg""]",291e1ec0-d8ad-4872-bf90-4e343443b1a5,330d2101-66c6-402b-811e-7e0debe22b88,"[""https://investors.biontech.de/static-files/8ff855e7-a78b-463f-9df9-38a307959c45""]"
